etherStatsFragments,etherStatsOversizePkts,etherStatsPkts1024to1518Octets,etherStatsPkts128to255Octets,etherStatsPkts256to511Octets,etherStatsPkts512to1023Octets,etherStatsPkts64Octets,etherStatsPkts65to127Octets,etherStatsUndersizePkts,ifHCInOctets,ifHCOutOctets,ifInBroadcastPkts,ifInDiscards,ifInErrors,ifInMulticastPkts,ifInUcastPkts,ifInUnknownProtos,ifOutBroadcastPkts,ifOutDiscards,ifOutErrors,ifOutMulticastPkts,ifOutUcastPkts
0,0,0,0,0,0,202621,0,0,103733664,400,0,194,0,202450,0,0,0,0,0,0,0
0,0,0,0,0,0,202487,0,0,103681520,408,0,156,0,202490,0,0,0,0,0,0,0
0,0,0,0,0,0,193414,0,0,98910472,392,0,223,0,193073,0,0,0,0,0,0,0
0,0,0,0,0,0,203918,0,0,104530336,416,0,120,0,204277,0,0,0,0,0,0,0
0,0,0,0,0,0,400322,0,0,205064856,856,0,270,0,400520,0,0,0,0,0,0,0
0,0,0,0,0,0,204723,0,0,104738824,400,0,124,0,204568,0,0,0,0,0,0,0
0,0,0,0,0,0,391580,0,0,200382160,744,0,220,0,391579,0,0,0,0,0,0,0
0,0,0,0,0,0,204990,0,0,104976096,408,0,172,0,204836,0,0,0,0,0,0,0
0,0,0,0,0,0,205594,0,0,105264128,416,0,99,0,205590,0,0,0,0,0,0,0
0,0,0,0,0,0,198578,0,0,101679600,440,0,188,0,198592,0,0,0,0,0,0,0
0,0,0,0,0,0,403636,0,0,206806224,744,0,361,0,403757,0,0,0,0,0,0,0
0,0,0,0,0,0,210186,0,0,107550744,472,0,130,0,210185,0,0,0,0,0,0,0
0,0,0,0,0,0,192260,0,0,98462440,328,0,361,0,192305,0,0,0,0,0,0,0
0,0,0,0,0,0,405201,0,0,207249296,864,0,247,0,404782,0,0,0,0,0,0,0
0,0,0,0,0,0,401659,0,0,205779520,800,0,157,0,401858,0,0,0,0,0,0,0
0,0,0,0,0,0,207959,0,0,106479784,400,0,155,0,208015,0,0,0,0,0,0,0
0,0,0,0,0,0,202352,0,0,103564552,400,0,268,0,202346,0,0,0,0,0,0,0
0,0,0,0,0,0,191892,0,0,98282416,352,0,85,0,191889,0,0,0,0,0,0,0
0,0,0,0,0,0,203471,0,0,104197384,400,0,138,0,203433,0,0,0,0,0,0,0
0,0,0,0,0,0,208256,0,0,106657824,408,0,137,0,208394,0,0,0,0,0,0,0
0,0,0,0,0,0,202905,0,0,103887376,480,0,166,0,202835,0,0,0,0,0,0,0
0,0,0,0,0,0,397619,0,0,203368920,800,0,396,0,397156,0,0,0,0,0,0,0
0,0,0,0,0,0,205618,0,0,105451496,400,0,155,0,205892,0,0,0,0,0,0,0
0,0,0,0,0,0,206737,0,0,105795064,408,0,244,0,207074,0,0,0,0,0,0,0
0,0,0,0,0,0,206257,0,0,105515384,400,0,152,0,195766,0,0,0,0,0,0,0
0,0,0,0,0,0,196185,0,0,100500616,400,0,113,0,206337,0,0,0,0,0,0,0
0,0,0,0,0,0,200677,0,0,102770856,400,0,105,0,200676,0,0,0,0,0,0,0
0,0,0,0,0,0,205956,0,0,105401712,416,0,165,0,205956,0,0,0,0,0,0,0
0,0,0,0,0,0,400354,0,0,205004152,768,0,524,0,400394,0,0,0,0,0,0,0
0,0,0,0,0,0,207608,0,0,106278864,464,0,167,0,207525,0,0,0,0,0,0,0
0,0,0,0,0,0,395144,0,0,202240384,752,0,423,0,395123,0,0,0,0,0,0,0
0,0,0,0,0,0,204145,0,0,104595256,408,0,109,0,204208,0,0,0,0,0,0,0
0,0,0,0,0,0,202425,0,0,103571096,400,0,167,0,202367,0,0,0,0,0,0,0
0,0,0,0,0,0,200108,0,0,102559520,400,0,193,0,200244,0,0,0,0,0,0,0
0,0,0,0,0,0,195155,0,0,99869080,400,0,172,0,195057,0,0,0,0,0,0,0
0,0,0,0,0,0,406656,0,0,208062696,872,0,355,0,406484,0,0,0,0,0,0,0
0,0,0,0,0,0,196737,0,0,100836488,408,0,41,0,196863,0,0,0,0,0,0,0
0,0,0,0,0,0,203629,0,0,104240448,392,0,146,0,199589,0,0,0,0,0,0,0
0,0,0,0,0,0,205965,0,0,105471144,416,0,117,0,210239,0,0,0,0,0,0,0
0,0,0,0,0,0,199597,0,0,102193560,392,0,107,0,199597,0,0,0,0,0,0,0
0,0,0,0,0,0,169031,0,0,86544104,416,0,75,0,168872,0,0,0,0,0,0,0
