etherStatsFragments,etherStatsOversizePkts,etherStatsPkts1024to1518Octets,etherStatsPkts128to255Octets,etherStatsPkts256to511Octets,etherStatsPkts512to1023Octets,etherStatsPkts64Octets,etherStatsPkts65to127Octets,etherStatsUndersizePkts,ifHCInOctets,ifHCOutOctets,ifInBroadcastPkts,ifInDiscards,ifInErrors,ifInMulticastPkts,ifInUcastPkts,ifInUnknownProtos,ifOutBroadcastPkts,ifOutDiscards,ifOutErrors,ifOutMulticastPkts,ifOutUcastPkts
0,0,57456,0,1305,0,0,0,0,702130528,424,0,0,0,0,58779,0,0,0,0,0,0
0,0,60349,0,1370,0,0,0,0,737054928,432,0,0,0,0,61721,0,0,0,0,0,0
0,0,60274,0,1371,0,0,0,0,737934248,376,0,0,0,0,61650,0,0,0,0,0,0
0,0,60230,0,1368,0,0,0,0,735485112,440,0,0,0,0,61608,0,0,0,0,0,0
0,0,60319,0,1370,0,0,0,0,736871296,432,0,0,0,0,61642,0,0,0,0,0,0
0,0,57110,0,1298,0,0,0,0,698440264,408,0,0,0,0,58416,0,0,0,0,0,0
0,0,60911,0,1384,0,0,0,0,744765272,496,0,0,0,0,62300,0,0,0,0,0,0
0,0,60105,0,1366,0,0,0,0,734487376,424,0,0,0,0,61440,0,0,0,0,0,0
0,0,60142,0,1365,0,0,0,0,734480536,440,0,0,0,0,61535,0,0,0,0,0,0
0,0,59621,0,1356,0,0,0,0,729244408,440,0,0,0,0,61006,0,0,0,0,0,0
0,0,118745,0,2698,0,0,0,0,1451764704,888,0,0,0,0,121494,0,0,0,0,0,0
0,0,60239,0,1368,0,0,0,0,736388320,432,0,0,0,0,61648,0,0,0,0,0,0
0,0,116483,0,2648,0,0,0,0,1423232512,848,0,0,0,0,119075,0,0,0,0,0,0
0,0,60234,0,1368,0,0,0,0,735949464,504,0,0,0,0,61595,0,0,0,0,0,0
0,0,59854,0,1360,0,0,0,0,731412816,448,0,0,0,0,61214,0,0,0,0,0,0
0,0,59888,0,1361,0,0,0,0,731709312,432,0,0,0,0,61241,0,0,0,0,0,0
0,0,56884,0,1292,0,0,0,0,695407840,384,0,0,0,0,58180,0,0,0,0,0,0
0,0,60146,0,1367,0,0,0,0,734931192,432,0,0,0,0,61515,0,0,0,0,0,0
0,0,59902,0,1361,0,0,0,0,732062304,440,0,0,0,0,61272,0,0,0,0,0,0
0,0,119577,0,2717,0,0,0,0,1460495672,904,0,0,0,0,122331,0,0,0,0,0,0
0,0,57495,0,1303,0,0,0,0,704095000,416,0,0,0,0,58777,0,0,0,0,0,0
0,0,59579,0,1357,0,0,0,0,727369584,424,0,0,0,0,60933,0,0,0,0,0,0
0,0,120189,0,2731,0,0,0,0,1468822536,864,0,0,0,0,122915,0,0,0,0,0,0
0,0,57437,0,1373,0,0,0,0,701920336,424,0,0,0,0,61820,0,0,0,0,0,0
0,0,61021,0,1318,0,0,0,0,745803720,424,0,0,0,0,59353,0,0,0,0,0,0
0,0,59899,0,1362,0,0,0,0,732001936,432,0,0,0,0,61255,0,0,0,0,0,0
0,0,116114,0,2637,0,0,0,0,1419086440,896,0,0,0,0,118754,0,0,0,0,0,0
0,0,60203,0,1369,0,0,0,0,736362328,424,0,0,0,0,61614,0,0,0,0,0,0
0,0,60234,0,1366,0,0,0,0,735066096,432,0,0,0,0,61502,0,0,0,0,0,0
0,0,60045,0,1366,0,0,0,0,734473952,384,0,0,0,0,61506,0,0,0,0,0,0
0,0,56819,0,1290,0,0,0,0,693788576,400,0,0,0,0,58070,0,0,0,0,0,0
0,0,118743,0,2696,0,0,0,0,1451615776,840,0,0,0,0,121356,0,0,0,0,0,0
0,0,120847,0,2745,0,0,0,0,1476389400,808,0,0,0,0,123566,0,0,0,0,0,0
0,0,57596,0,1305,0,0,0,0,700706912,416,0,0,0,0,58873,0,0,0,0,0,0
0,0,59902,0,1365,0,0,0,0,735362080,432,0,0,0,0,61310,0,0,0,0,0,0
0,0,59814,0,1359,0,0,0,0,730953824,432,0,0,0,0,61199,0,0,0,0,0,0
0,0,59965,0,1363,0,0,0,0,732713640,424,0,0,0,0,61276,0,0,0,0,0,0
0,0,60208,0,1368,0,0,0,0,735901640,496,0,0,0,0,61675,0,0,0,0,0,0
0,0,57634,0,1309,0,0,0,0,703901544,416,0,0,0,0,58872,0,0,0,0,0,0
