etherStatsFragments,etherStatsOversizePkts,etherStatsPkts1024to1518Octets,etherStatsPkts128to255Octets,etherStatsPkts256to511Octets,etherStatsPkts512to1023Octets,etherStatsPkts64Octets,etherStatsPkts65to127Octets,etherStatsUndersizePkts,ifHCInOctets,ifHCOutOctets,ifInBroadcastPkts,ifInDiscards,ifInErrors,ifInMulticastPkts,ifInUcastPkts,ifInUnknownProtos,ifOutBroadcastPkts,ifOutDiscards,ifOutErrors,ifOutMulticastPkts,ifOutUcastPkts,class
0,0,0,0,113134,0,0,0,0,262781344,424,113160,0,0,0,0,0,0,0,0,0,0,signature_a
0,0,0,0,112557,0,0,0,0,260810952,416,112404,0,0,0,0,0,0,0,0,0,0,signature_a
0,0,0,0,114080,0,0,0,0,264688840,472,114162,0,0,0,0,0,0,0,0,0,0,signature_a
0,0,0,0,115409,0,0,0,0,267400088,424,115409,0,0,0,0,0,0,0,0,0,0,signature_a
0,0,0,0,106466,0,0,0,0,247183128,392,106466,0,0,0,0,0,0,0,0,0,0,signature_a
0,0,0,0,115901,0,0,0,0,268862112,424,115887,0,0,0,0,0,0,0,0,0,0,signature_a
0,0,0,0,114104,0,0,0,0,264013680,408,114005,0,0,0,0,0,0,0,0,0,0,signature_a
0,0,0,0,114189,0,0,0,0,265205992,416,114198,0,0,0,0,0,0,0,0,0,0,signature_a
0,0,0,0,109813,0,0,0,0,255142104,408,109839,0,0,0,0,0,0,0,0,0,0,signature_a
0,0,0,0,113665,0,0,0,0,263945872,408,113741,0,0,0,0,0,0,0,0,0,0,signature_a
0,0,0,0,110477,0,0,0,0,256242600,408,110474,0,0,0,0,0,0,0,0,0,0,signature_a
0,0,0,0,113353,0,0,0,0,262931768,416,113419,0,0,0,0,0,0,0,0,0,0,signature_a
0,0,0,0,114407,0,0,0,0,265516712,416,114372,0,0,0,0,0,0,0,0,0,0,signature_a
0,0,0,0,113074,0,0,0,0,262567056,416,113107,0,0,0,0,0,0,0,0,0,0,signature_a
0,0,0,0,113021,0,0,0,0,261620448,416,113182,0,0,0,0,0,0,0,0,0,0,signature_a
0,0,0,0,110195,0,0,0,0,255888464,432,110020,0,0,0,0,0,0,0,0,0,0,signature_a
0,0,0,0,114091,0,0,0,0,264680784,416,114082,0,0,0,0,0,0,0,0,0,0,signature_a
0,0,0,0,109524,0,0,0,0,254102640,408,109520,0,0,0,0,0,0,0,0,0,0,signature_a
0,0,0,0,113274,0,0,0,0,262874824,416,113424,0,0,0,0,0,0,0,0,0,0,signature_a
