Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value
etherStatsFragments,etherStatsOversizePkts,etherStatsPkts1024to1518Octets,etherStatsPkts128to255Octets,etherStatsPkts256to511Octets,etherStatsPkts512to1023Octets,etherStatsPkts64Octets,etherStatsPkts65to127Octets,etherStatsUndersizePkts,ifHCInOctets,ifHCOutOctets,ifInBroadcastPkts,ifInDiscards,ifInErrors,ifInMulticastPkts,ifInUcastPkts,ifInUnknownProtos,ifOutBroadcastPkts,ifOutDiscards,ifOutErrors,ifOutMulticastPkts,ifOutUcastPkts
0.0,0.0,0.0,44.0,6.0,1.0,15.0,170.0,0.0,23240.0,215496.0,0.0,0.0,0.0,0.0,17.0,0.0,44.0,0.0,0.0,38.0,167.0
0.0,0.0,0.0,34.0,5.0,0.0,14.0,163.0,0.0,19936.0,192008.0,0.0,0.0,0.0,0.0,12.0,0.0,40.0,0.0,0.0,29.0,136.0
0.0,0.0,0.0,33.0,6.0,1.0,15.0,144.0,0.0,13976.0,201576.0,0.0,0.0,0.0,0.0,10.0,0.0,44.0,0.0,0.0,27.0,126.0
0.0,0.0,0.0,38.0,3.0,0.0,15.0,159.0,0.0,22128.0,194560.0,0.0,0.0,0.0,0.0,15.0,0.0,40.0,0.0,0.0,27.0,124.0
0.0,0.0,0.0,32.0,6.0,1.0,15.0,158.0,0.0,15848.0,204056.0,0.0,0.0,0.0,0.0,10.0,0.0,45.0,0.0,0.0,28.0,130.0
0.0,0.0,0.0,34.0,4.0,0.0,15.0,149.0,0.0,15160.0,193480.0,0.0,0.0,0.0,0.0,11.0,0.0,40.0,0.0,0.0,28.0,126.0
0.0,0.0,0.0,44.0,8.0,0.0,16.0,158.0,0.0,22808.0,215624.0,0.0,0.0,0.0,0.0,15.0,0.0,45.0,0.0,0.0,30.0,136.0
0.0,0.0,0.0,95.0,2.0,0.0,14.0,172.0,0.0,23896.0,277712.0,0.0,0.0,0.0,0.0,17.0,0.0,64.0,0.0,0.0,31.0,151.0
0.0,0.0,0.0,78.0,6.0,0.0,15.0,187.0,0.0,15768.0,280304.0,0.0,0.0,0.0,0.0,10.0,0.0,62.0,0.0,0.0,39.0,195.0
0.0,0.0,0.0,70.0,3.0,1.0,15.0,184.0,0.0,19848.0,254712.0,0.0,0.0,0.0,0.0,13.0,0.0,59.0,0.0,0.0,36.0,157.0
0.0,0.0,0.0,58.0,7.0,1.0,15.0,179.0,0.0,24440.0,257896.0,0.0,0.0,0.0,0.0,18.0,0.0,43.0,0.0,0.0,39.0,166.0
0.0,0.0,0.0,31.0,4.0,2.0,15.0,157.0,0.0,15552.0,201328.0,0.0,0.0,0.0,0.0,10.0,0.0,40.0,0.0,0.0,28.0,136.0
0.0,0.0,0.0,40.0,7.0,2.0,15.0,164.0,0.0,20936.0,224680.0,0.0,0.0,0.0,0.0,14.0,0.0,42.0,0.0,0.0,31.0,141.0
0.0,0.0,0.0,32.0,4.0,0.0,16.0,152.0,0.0,16240.0,187296.0,0.0,0.0,0.0,0.0,10.0,0.0,42.0,0.0,0.0,28.0,125.0
0.0,0.0,0.0,38.0,7.0,0.0,15.0,162.0,0.0,18200.0,212976.0,0.0,0.0,0.0,0.0,13.0,0.0,44.0,0.0,0.0,29.0,130.0
0.0,0.0,0.0,37.0,4.0,0.0,14.0,148.0,0.0,18656.0,191888.0,0.0,0.0,0.0,0.0,12.0,0.0,39.0,0.0,0.0,28.0,131.0
0.0,0.0,0.0,32.0,6.0,0.0,15.0,158.0,0.0,17800.0,199792.0,0.0,0.0,0.0,0.0,11.0,0.0,50.0,0.0,0.0,27.0,137.0
0.0,0.0,0.0,83.0,3.0,0.0,15.0,168.0,0.0,21200.0,259920.0,0.0,0.0,0.0,0.0,17.0,0.0,59.0,0.0,0.0,29.0,134.0
0.0,0.0,0.0,98.0,5.0,1.0,15.0,190.0,0.0,23048.0,298272.0,0.0,0.0,0.0,0.0,15.0,0.0,57.0,0.0,0.0,42.0,213.0
0.0,0.0,0.0,87.0,5.0,1.0,15.0,170.0,0.0,20256.0,276424.0,0.0,0.0,0.0,0.0,13.0,0.0,57.0,0.0,0.0,39.0,181.0
0.0,0.0,0.0,72.0,5.0,0.0,15.0,181.0,0.0,18248.0,271792.0,0.0,0.0,0.0,0.0,12.0,0.0,41.0,0.0,0.0,35.0,174.0
0.0,0.0,0.0,39.0,5.0,0.0,15.0,152.0,0.0,22864.0,192448.0,0.0,0.0,0.0,0.0,15.0,0.0,40.0,0.0,0.0,28.0,125.0
0.0,0.0,0.0,34.0,7.0,1.0,15.0,150.0,0.0,16976.0,201128.0,0.0,0.0,0.0,0.0,12.0,0.0,42.0,0.0,0.0,27.0,135.0
0.0,0.0,0.0,40.0,4.0,1.0,15.0,154.0,0.0,20040.0,213984.0,0.0,0.0,0.0,0.0,13.0,0.0,41.0,0.0,0.0,27.0,126.0
0.0,0.0,0.0,41.0,6.0,1.0,15.0,164.0,0.0,24440.0,209952.0,0.0,0.0,0.0,0.0,17.0,0.0,43.0,0.0,0.0,29.0,140.0
0.0,0.0,0.0,37.0,4.0,1.0,14.0,159.0,0.0,23408.0,187880.0,0.0,0.0,0.0,0.0,16.0,0.0,38.0,0.0,0.0,28.0,131.0
0.0,0.0,0.0,34.0,6.0,2.0,15.0,143.0,0.0,17256.0,206088.0,0.0,0.0,0.0,0.0,10.0,0.0,43.0,0.0,0.0,31.0,122.0
0.0,0.0,0.0,110.0,3.0,0.0,15.0,169.0,0.0,16568.0,304056.0,0.0,0.0,0.0,0.0,11.0,0.0,62.0,0.0,0.0,36.0,151.0
0.0,0.0,0.0,75.0,4.0,1.0,15.0,180.0,0.0,17480.0,278272.0,0.0,0.0,0.0,0.0,11.0,0.0,58.0,0.0,0.0,37.0,187.0
0.0,0.0,0.0,69.0,3.0,0.0,15.0,182.0,0.0,23952.0,238584.0,0.0,0.0,0.0,0.0,17.0,0.0,55.0,0.0,0.0,36.0,165.0
0.0,0.0,0.0,49.0,4.0,0.0,16.0,174.0,0.0,16840.0,213920.0,0.0,0.0,0.0,0.0,12.0,0.0,42.0,0.0,0.0,35.0,163.0
0.0,0.0,0.0,43.0,6.0,0.0,15.0,146.0,0.0,24952.0,199040.0,0.0,0.0,0.0,0.0,17.0,0.0,41.0,0.0,0.0,28.0,124.0
0.0,0.0,0.0,41.0,5.0,0.0,15.0,155.0,0.0,22800.0,203416.0,0.0,0.0,0.0,0.0,15.0,0.0,42.0,0.0,0.0,27.0,131.0
0.0,0.0,0.0,37.0,6.0,2.0,15.0,152.0,0.0,16824.0,204208.0,0.0,0.0,0.0,0.0,11.0,0.0,40.0,0.0,0.0,30.0,135.0
0.0,0.0,0.0,36.0,4.0,1.0,15.0,155.0,0.0,22960.0,196360.0,0.0,0.0,0.0,0.0,15.0,0.0,43.0,0.0,0.0,27.0,126.0
0.0,0.0,0.0,34.0,3.0,1.0,15.0,158.0,0.0,19024.0,192256.0,0.0,0.0,0.0,0.0,14.0,0.0,41.0,0.0,0.0,28.0,124.0
0.0,0.0,0.0,43.0,5.0,0.0,14.0,153.0,0.0,23512.0,212344.0,0.0,0.0,0.0,0.0,16.0,0.0,42.0,0.0,0.0,28.0,130.0
0.0,0.0,0.0,111.0,4.0,0.0,15.0,171.0,0.0,25928.0,300088.0,0.0,0.0,0.0,0.0,17.0,0.0,60.0,0.0,0.0,33.0,153.0
0.0,0.0,0.0,75.0,4.0,1.0,15.0,181.0,0.0,15368.0,262672.0,0.0,0.0,0.0,0.0,11.0,0.0,59.0,0.0,0.0,37.0,194.0
0.0,0.0,0.0,69.0,5.0,1.0,15.0,184.0,0.0,24968.0,269752.0,0.0,0.0,0.0,0.0,17.0,0.0,57.0,0.0,0.0,39.0,161.0
0.0,0.0,0.0,55.0,5.0,2.0,15.0,189.0,0.0,25280.0,240312.0,0.0,0.0,0.0,0.0,17.0,0.0,43.0,0.0,0.0,38.0,175.0
0.0,0.0,0.0,29.0,5.0,0.0,15.0,156.0,0.0,16216.0,187888.0,0.0,0.0,0.0,0.0,11.0,0.0,40.0,0.0,0.0,29.0,133.0
0.0,0.0,0.0,34.0,4.0,1.0,15.0,161.0,0.0,16056.0,205104.0,0.0,0.0,0.0,0.0,11.0,0.0,45.0,0.0,0.0,26.0,136.0
0.0,0.0,0.0,37.0,4.0,1.0,15.0,156.0,0.0,24344.0,191880.0,0.0,0.0,0.0,0.0,16.0,0.0,40.0,0.0,0.0,28.0,124.0
0.0,0.0,0.0,37.0,4.0,0.0,15.0,162.0,0.0,18968.0,199296.0,0.0,0.0,0.0,0.0,14.0,0.0,42.0,0.0,0.0,28.0,135.0
0.0,0.0,0.0,30.0,4.0,2.0,15.0,152.0,0.0,16752.0,195568.0,0.0,0.0,0.0,0.0,11.0,0.0,40.0,0.0,0.0,25.0,131.0
0.0,0.0,0.0,39.0,6.0,0.0,14.0,162.0,0.0,23168.0,203432.0,0.0,0.0,0.0,0.0,15.0,0.0,42.0,0.0,0.0,29.0,134.0
0.0,0.0,0.0,84.0,4.0,1.0,15.0,169.0,0.0,20744.0,275576.0,0.0,0.0,0.0,0.0,14.0,0.0,63.0,0.0,0.0,30.0,145.0
0.0,0.0,0.0,81.0,6.0,0.0,15.0,164.0,0.0,20968.0,256688.0,0.0,0.0,0.0,0.0,14.0,0.0,56.0,0.0,0.0,44.0,191.0
0.0,0.0,0.0,75.0,4.0,1.0,16.0,183.0,0.0,22296.0,259920.0,0.0,0.0,0.0,0.0,15.0,0.0,58.0,0.0,0.0,36.0,159.0
0.0,0.0,0.0,64.0,6.0,0.0,15.0,184.0,0.0,19112.0,260264.0,0.0,0.0,0.0,0.0,14.0,0.0,41.0,0.0,0.0,35.0,169.0
0.0,0.0,0.0,29.0,4.0,0.0,16.0,149.0,0.0,17392.0,163984.0,0.0,0.0,0.0,0.0,12.0,0.0,41.0,0.0,0.0,26.0,128.0
