etherStatsFragments,etherStatsOversizePkts,etherStatsPkts1024to1518Octets,etherStatsPkts128to255Octets,etherStatsPkts256to511Octets,etherStatsPkts512to1023Octets,etherStatsPkts64Octets,etherStatsPkts65to127Octets,etherStatsUndersizePkts,ifHCInOctets,ifHCOutOctets,ifInBroadcastPkts,ifInDiscards,ifInErrors,ifInMulticastPkts,ifInUcastPkts,ifInUnknownProtos,ifOutBroadcastPkts,ifOutDiscards,ifOutErrors,ifOutMulticastPkts,ifOutUcastPkts,class
0,0,0,417,10,3,61,144,0,9512,952392,0,0,0,0,6,0,116,0,0,446,69,normal
0,0,0,441,14,7,62,162,0,9736,1029832,0,0,0,0,7,0,121,0,0,487,82,normal
0,0,0,439,8,2,62,150,0,21288,964528,0,0,0,0,14,0,117,0,0,457,80,normal
0,0,0,456,9,3,63,152,0,20552,1015248,0,0,0,0,14,0,118,0,0,457,84,normal
0,0,0,430,9,2,61,156,0,20320,945752,0,0,0,0,14,0,113,0,0,444,78,normal
0,0,0,448,9,3,64,159,0,22464,1011136,0,0,0,0,15,0,122,0,0,466,88,normal
0,0,0,444,9,4,66,155,0,23352,995552,0,0,0,0,12,0,120,0,0,466,79,normal
0,0,0,409,8,1,68,147,0,3672,924992,0,0,0,0,2,0,126,0,0,439,67,normal
0,0,0,433,11,3,67,163,0,10008,995624,0,0,0,0,6,0,118,0,0,476,81,normal
0,0,0,436,8,2,68,151,0,17624,973640,0,0,0,0,8,0,123,0,0,450,76,normal
0,0,0,445,8,1,74,150,0,21592,953280,0,0,0,0,15,0,126,0,0,458,80,normal
0,0,0,447,9,1,67,166,0,20888,1006832,0,0,0,0,14,0,127,0,0,460,83,normal
0,0,0,437,146,4,65,158,0,20864,1394720,0,0,0,0,14,0,114,0,0,439,244,normal
0,0,0,462,75,6,70,163,0,10480,1243888,0,0,0,0,7,0,124,0,0,469,179,normal
0,0,0,451,76,7,66,172,0,10656,1222944,0,0,0,0,7,0,121,0,0,462,180,normal
0,0,0,433,36,8,64,157,0,18912,1071856,0,0,0,0,9,0,117,0,0,455,117,normal
0,0,0,446,9,3,65,160,0,20304,994120,0,0,0,0,14,0,125,0,0,447,83,normal
0,0,0,449,9,2,61,176,0,21232,1002792,0,0,0,0,14,0,127,0,0,487,83,normal
0,0,0,435,8,1,62,156,0,21320,958424,0,0,0,0,14,0,116,0,0,455,78,normal
0,0,0,438,8,1,65,152,0,17544,967424,0,0,0,0,9,0,119,0,0,456,81,normal
0,0,0,431,8,2,56,151,0,10824,960288,0,0,0,0,7,0,111,0,0,460,70,normal
0,0,0,444,8,2,66,166,0,21288,987320,0,0,0,0,14,0,123,0,0,467,82,normal
0,0,0,424,8,1,57,147,0,19888,932232,0,0,0,0,14,0,109,0,0,439,76,normal
0,0,0,439,8,2,61,153,0,11984,976128,0,0,0,0,8,0,117,0,0,461,77,normal
0,0,0,442,8,2,59,159,0,14848,985720,0,0,0,0,9,0,114,0,0,468,78,normal
0,0,29,456,11,7,60,147,0,10056,1388000,0,0,0,0,3,0,115,0,0,457,135,normal
0,0,0,424,12,3,58,151,0,17424,962744,0,0,0,0,12,0,111,0,0,439,87,normal
0,0,0,428,9,0,41,154,0,5232,951480,0,0,0,0,2,0,99,0,0,464,68,normal
0,0,0,448,10,4,42,157,0,20040,991384,0,0,0,0,14,0,96,0,0,469,81,normal
0,0,0,446,9,3,41,159,0,27560,975520,0,0,0,0,16,0,96,0,0,463,83,normal
0,0,0,451,14,6,42,162,0,22672,1021472,0,0,0,0,15,0,97,0,0,472,92,normal
0,0,0,416,11,2,37,150,0,8472,933680,0,0,0,0,6,0,91,0,0,445,75,normal
0,0,0,442,9,2,43,169,0,10664,992064,0,0,0,0,7,0,117,0,0,469,74,normal
0,0,0,447,8,0,50,185,0,21352,988064,0,0,0,0,14,0,132,0,0,462,84,normal
0,0,0,422,9,2,42,156,0,14056,938352,0,0,0,0,10,0,100,0,0,447,75,normal
0,0,34,459,13,7,42,154,0,3976,1470744,0,0,0,0,2,0,97,0,0,456,156,normal
0,0,0,449,8,4,43,159,0,28312,980376,0,0,0,0,16,0,100,0,0,459,89,normal
0,0,0,445,9,1,42,168,0,19792,978368,0,0,0,0,14,0,100,0,0,466,86,normal
0,0,0,434,7,3,42,156,0,11448,967144,0,0,0,0,7,0,98,0,0,463,75,normal
0,0,0,412,10,2,41,149,0,16968,917736,0,0,0,0,8,0,94,0,0,433,80,normal
0,0,0,436,7,1,43,162,0,11400,960808,0,0,0,0,8,0,100,0,0,464,78,normal
0,0,0,450,10,2,41,171,0,21320,995960,0,0,0,0,14,0,101,0,0,467,93,normal
0,0,0,442,6,1,38,157,0,15384,963248,0,0,0,0,10,0,93,0,0,459,82,normal
0,0,0,422,10,4,32,150,0,3000,957560,0,0,0,0,2,0,88,0,0,460,69,normal
0,0,0,425,11,6,44,158,0,21256,970368,0,0,0,0,14,0,97,0,0,451,84,normal
0,0,0,450,11,3,39,166,0,22032,997728,0,0,0,0,15,0,96,0,0,470,88,normal
0,0,0,424,7,3,43,157,0,9904,955920,0,0,0,0,3,0,98,0,0,458,75,normal
0,0,0,422,8,2,43,159,0,13200,944376,0,0,0,0,8,0,100,0,0,447,80,normal
0,0,0,430,7,1,39,157,0,11240,949672,0,0,0,0,7,0,93,0,0,453,81,normal
0,0,0,442,10,3,44,157,0,16840,987408,0,0,0,0,8,0,100,0,0,467,81,normal
0,0,0,436,8,2,42,163,0,9992,978128,0,0,0,0,6,0,99,0,0,471,76,normal
0,0,0,427,10,1,39,156,0,20896,935328,0,0,0,0,14,0,94,0,0,441,84,normal
0,0,0,446,7,2,41,156,0,19712,970576,0,0,0,0,14,0,98,0,0,458,84,normal
0,0,0,447,9,2,40,165,0,21600,982568,0,0,0,0,14,0,96,0,0,464,89,normal
0,0,0,444,7,1,40,167,0,20936,970696,0,0,0,0,14,0,98,0,0,464,84,normal
0,0,0,425,9,2,39,156,0,13904,944248,0,0,0,0,10,0,95,0,0,444,83,normal
0,0,0,422,10,3,42,159,0,11424,959608,0,0,0,0,4,0,99,0,0,457,76,normal
0,0,0,449,10,2,43,169,0,21160,996248,0,0,0,0,14,0,102,0,0,470,88,normal
0,0,0,445,10,4,42,161,0,19880,987272,0,0,0,0,14,0,100,0,0,461,87,normal
0,0,0,443,15,9,44,161,0,22432,1032776,0,0,0,0,12,0,99,0,0,472,90,normal
0,0,0,405,8,2,41,152,0,4464,917664,0,0,0,0,2,0,94,0,0,444,69,normal
0,0,0,430,10,2,45,155,0,10616,960520,0,0,0,0,7,0,102,0,0,456,77,normal
0,0,0,435,7,2,42,161,0,12320,965544,0,0,0,0,8,0,100,0,0,458,82,normal
0,0,0,442,10,1,42,163,0,15784,980080,0,0,0,0,10,0,98,0,0,466,84,normal
0,0,0,427,8,1,42,154,0,3576,949232,0,0,0,0,2,0,97,0,0,456,77,normal
0,0,0,445,10,4,42,155,0,27680,972736,0,0,0,0,16,0,97,0,0,450,87,normal
0,0,0,439,8,3,42,176,0,21576,998240,0,0,0,0,14,0,97,0,0,471,92,normal
0,0,0,437,10,2,41,161,0,20064,973408,0,0,0,0,14,0,103,0,0,457,88,normal
0,0,0,427,8,1,40,154,0,11112,944840,0,0,0,0,7,0,96,0,0,443,79,normal
0,0,0,441,10,3,40,163,0,17856,984912,0,0,0,0,10,0,96,0,0,466,86,normal
0,0,0,449,9,2,39,160,0,22856,984784,0,0,0,0,14,0,92,0,0,466,89,normal
0,0,0,425,10,1,43,161,0,20864,946672,0,0,0,0,14,0,99,0,0,438,85,normal
0,0,0,458,150,6,43,157,0,15352,1440688,0,0,0,0,10,0,98,0,0,461,244,normal
0,0,0,436,68,8,40,167,0,3376,1194312,0,0,0,0,2,0,95,0,0,473,159,normal
0,0,0,468,69,4,43,166,0,21208,1195016,0,0,0,0,14,0,97,0,0,458,185,normal
0,0,0,437,34,6,44,171,0,29120,1032112,0,0,0,0,17,0,99,0,0,461,136,normal
0,0,0,441,9,2,44,153,0,9480,994784,0,0,0,0,6,0,96,0,0,447,71,normal
0,0,0,429,10,3,42,152,0,10568,964208,0,0,0,0,7,0,99,0,0,442,75,normal
0,0,0,436,8,1,42,154,0,10248,962752,0,0,0,0,6,0,98,0,0,464,75,normal
0,0,0,428,10,3,41,150,0,14640,960936,0,0,0,0,7,0,96,0,0,463,70,normal
0,0,0,436,8,3,40,169,0,22512,940944,0,0,0,0,15,0,103,0,0,457,82,normal
0,0,0,452,11,2,44,157,0,21248,988856,0,0,0,0,14,0,102,0,0,462,89,normal
0,0,0,441,8,2,38,155,0,19944,978584,0,0,0,0,14,0,92,0,0,466,84,normal
0,0,0,430,8,1,46,161,0,21272,936704,0,0,0,0,15,0,105,0,0,447,78,normal
0,0,0,457,9,2,44,161,0,21680,997656,0,0,0,0,14,0,102,0,0,471,86,normal
0,0,0,423,9,2,40,148,0,21256,924080,0,0,0,0,15,0,99,0,0,434,79,normal
0,0,0,444,8,4,44,164,0,21344,985696,0,0,0,0,11,0,98,0,0,470,79,normal
0,0,0,431,13,4,38,156,0,4920,985776,0,0,0,0,2,0,98,0,0,465,77,normal
0,0,0,442,12,7,41,154,0,19800,1004800,0,0,0,0,14,0,98,0,0,467,80,normal
0,0,0,447,10,2,48,164,0,27696,984928,0,0,0,0,16,0,105,0,0,466,86,normal
0,0,0,424,8,2,40,149,0,22720,924800,0,0,0,0,15,0,93,0,0,440,76,normal
0,0,0,443,9,2,45,162,0,13752,983216,0,0,0,0,9,0,106,0,0,464,81,normal
0,0,0,427,7,2,44,155,0,4816,950936,0,0,0,0,2,0,101,0,0,463,68,normal
0,0,0,444,9,2,39,158,0,21496,967576,0,0,0,0,14,0,97,0,0,461,79,normal
0,0,0,428,7,1,39,153,0,20056,930584,0,0,0,0,14,0,94,0,0,441,79,normal
0,0,0,432,11,4,41,157,0,17744,974200,0,0,0,0,8,0,99,0,0,462,76,normal
0,0,0,434,7,1,45,175,0,11416,966192,0,0,0,0,7,0,119,0,0,464,72,normal
0,0,0,451,8,2,52,188,0,19616,1005768,0,0,0,0,14,0,140,0,0,468,81,normal
0,0,0,426,8,3,45,164,0,4560,969104,0,0,0,0,2,0,110,0,0,459,75,normal
0,0,0,426,12,3,41,155,0,26240,949000,0,0,0,0,14,0,95,0,0,445,85,normal
0,0,0,435,8,1,44,150,0,9904,957416,0,0,0,0,7,0,101,0,0,458,74,normal
0,0,0,443,10,3,42,160,0,12992,990936,0,0,0,0,8,0,102,0,0,469,80,normal
0,0,0,421,12,8,38,155,0,13072,978056,0,0,0,0,8,0,93,0,0,459,74,normal
0,0,0,444,10,3,42,159,0,19592,979560,0,0,0,0,14,0,99,0,0,460,85,normal
0,0,0,448,8,2,43,156,0,21392,975944,0,0,0,0,14,0,99,0,0,461,84,normal
0,0,0,452,9,4,49,165,0,28880,997008,0,0,0,0,16,0,107,0,0,467,89,normal
0,0,0,408,8,2,38,144,0,3288,917512,0,0,0,0,2,0,94,0,0,441,64,normal
0,0,0,444,9,1,39,161,0,20760,969480,0,0,0,0,14,0,100,0,0,458,83,normal
0,0,0,424,9,3,45,152,0,4616,962368,0,0,0,0,2,0,101,0,0,460,69,normal
0,0,0,450,9,2,52,159,0,14056,996312,0,0,0,0,10,0,108,0,0,468,87,normal
0,0,0,425,9,3,47,149,0,11744,953808,0,0,0,0,4,0,103,0,0,457,69,normal
0,0,0,426,9,1,44,162,0,20880,981368,0,0,0,0,14,0,98,0,0,439,82,normal
0,0,0,444,8,3,40,153,0,13840,941216,0,0,0,0,10,0,99,0,0,470,80,normal
0,0,0,431,10,2,41,147,0,4968,963496,0,0,0,0,2,0,99,0,0,460,70,normal
0,0,0,442,8,2,40,160,0,27664,963632,0,0,0,0,15,0,97,0,0,457,84,normal
0,0,0,453,10,2,40,162,0,21120,989496,0,0,0,0,15,0,98,0,0,469,86,normal
0,0,0,423,7,2,36,150,0,21512,921248,0,0,0,0,14,0,90,0,0,434,80,normal
0,0,0,452,19,7,40,160,0,20856,1043688,0,0,0,0,14,0,100,0,0,473,91,normal
0,0,0,446,8,2,43,162,0,20376,977760,0,0,0,0,14,0,99,0,0,466,84,normal
0,0,0,433,11,4,39,156,0,20904,965432,0,0,0,0,14,0,94,0,0,448,86,normal
0,0,0,447,7,2,42,159,0,22544,969096,0,0,0,0,15,0,99,0,0,459,84,normal
0,0,0,449,11,3,42,159,0,27056,985176,0,0,0,0,15,0,100,0,0,464,85,normal
0,0,0,435,7,2,40,154,0,10888,961592,0,0,0,0,7,0,96,0,0,464,72,normal
0,0,0,420,9,0,42,151,0,11656,928872,0,0,0,0,7,0,100,0,0,439,77,normal
0,0,0,438,8,4,43,156,0,26520,963856,0,0,0,0,15,0,97,0,0,457,79,normal
0,0,0,449,9,1,39,161,0,22264,976912,0,0,0,0,15,0,98,0,0,463,84,normal
0,0,0,454,9,2,42,159,0,21128,987616,0,0,0,0,14,0,100,0,0,466,85,normal
0,0,0,456,70,2,42,166,0,20096,1194328,0,0,0,0,14,0,104,0,0,464,155,normal
0,0,0,434,62,5,38,170,0,20696,1128776,0,0,0,0,14,0,90,0,0,443,163,normal
0,0,0,467,67,5,42,168,0,10720,1219008,0,0,0,0,7,0,100,0,0,475,172,normal
0,0,0,440,62,7,41,172,0,28416,1143480,0,0,0,0,16,0,92,0,0,440,167,normal
0,0,0,440,13,5,42,154,0,9680,1009304,0,0,0,0,6,0,104,0,0,474,77,normal
0,0,0,450,151,5,40,164,0,10944,1442752,0,0,0,0,7,0,95,0,0,457,250,normal
0,0,0,470,72,6,44,170,0,20072,1231672,0,0,0,0,14,0,101,0,0,463,180,normal
0,0,0,450,75,6,42,171,0,11224,1217200,0,0,0,0,4,0,95,0,0,462,189,normal
0,0,0,426,33,3,42,160,0,10112,1026488,0,0,0,0,6,0,96,0,0,442,115,normal
0,0,0,436,8,2,40,148,0,10264,963000,0,0,0,0,7,0,98,0,0,460,73,normal
0,0,0,448,8,1,41,162,0,16296,975960,0,0,0,0,11,0,101,0,0,462,84,normal
0,0,0,427,7,1,40,155,0,16984,939944,0,0,0,0,11,0,96,0,0,450,79,normal
0,0,0,431,10,3,40,155,0,9832,985016,0,0,0,0,7,0,94,0,0,452,82,normal
0,0,0,440,7,3,43,151,0,12928,939248,0,0,0,0,8,0,96,0,0,462,77,normal
0,0,0,453,9,2,45,172,0,28352,1029576,0,0,0,0,16,0,103,0,0,469,97,normal
0,0,0,443,7,3,40,156,0,19344,972424,0,0,0,0,14,0,95,0,0,455,84,normal
0,0,0,436,9,2,41,155,0,21712,976952,0,0,0,0,14,0,96,0,0,442,98,normal
0,0,0,432,9,3,41,177,0,20216,976664,0,0,0,0,10,0,105,0,0,460,82,normal
0,0,0,440,10,2,40,143,0,3856,988584,0,0,0,0,2,0,98,0,0,453,71,normal
0,0,0,442,12,7,38,163,0,21184,1000200,0,0,0,0,14,0,97,0,0,486,82,normal
0,0,0,423,11,1,40,158,0,15088,978696,0,0,0,0,10,0,99,0,0,441,83,normal
0,0,0,441,10,2,45,152,0,3424,934648,0,0,0,0,2,0,98,0,0,464,77,normal
0,0,0,424,9,2,43,149,0,11240,988744,0,0,0,0,7,0,99,0,0,453,78,normal
0,0,0,430,8,4,43,154,0,11592,947064,0,0,0,0,7,0,98,0,0,457,78,normal
0,0,0,441,9,3,46,166,0,17032,983896,0,0,0,0,9,0,106,0,0,473,77,normal
0,0,0,438,6,1,41,153,0,17168,954360,0,0,0,0,11,0,96,0,0,454,80,normal
0,0,0,433,9,2,42,148,0,21224,945232,0,0,0,0,14,0,97,0,0,444,80,normal
0,0,0,446,7,4,43,163,0,26872,977560,0,0,0,0,16,0,99,0,0,468,82,normal
0,0,0,453,9,1,42,166,0,24728,986496,0,0,0,0,17,0,102,0,0,462,92,normal
0,0,0,447,8,2,45,156,0,21352,978952,0,0,0,0,14,0,101,0,0,461,83,normal
0,0,0,411,10,3,44,154,0,2952,946168,0,0,0,0,2,0,100,0,0,450,71,normal
0,0,0,443,8,1,42,159,0,21280,977744,0,0,0,0,14,0,96,0,0,458,87,normal
0,0,0,451,12,2,46,163,0,21264,1006424,0,0,0,0,14,0,102,0,0,462,96,normal
0,0,0,455,12,7,45,182,0,21240,1050552,0,0,0,0,15,0,115,0,0,476,96,normal
0,0,0,441,9,5,49,195,0,27968,1011464,0,0,0,0,16,0,132,0,0,464,88,normal
0,0,0,432,9,3,41,158,0,21328,956664,0,0,0,0,14,0,104,0,0,445,81,normal
0,0,0,440,8,1,42,153,0,19616,955960,0,0,0,0,14,0,99,0,0,453,80,normal
0,0,0,444,31,5,59,164,0,26312,1065488,0,0,0,0,15,0,114,0,0,465,110,normal
0,0,0,459,146,4,43,169,0,3896,1494592,0,0,0,0,2,0,102,0,0,470,251,normal
0,0,0,441,83,4,42,168,0,2440,1249760,0,0,0,0,1,0,98,0,0,454,187,normal
0,0,0,421,130,3,39,162,0,3984,1328928,0,0,0,0,2,0,95,0,0,444,216,normal
0,0,0,431,7,2,41,153,0,3952,962392,0,0,0,0,2,0,97,0,0,467,69,normal
0,0,0,428,93,4,38,154,0,2504,1226416,0,0,0,0,1,0,95,0,0,455,168,normal
0,0,0,427,86,5,40,167,0,10760,1202512,0,0,0,0,3,0,91,0,0,446,187,normal
0,0,0,443,109,6,42,173,0,4352,1314176,0,0,0,0,2,0,102,0,0,466,204,normal
0,0,0,440,43,3,38,158,0,9312,1082984,0,0,0,0,6,0,93,0,0,457,128,normal
0,0,0,430,9,2,39,157,0,4832,968528,0,0,0,0,2,0,97,0,0,465,72,normal
0,0,0,445,9,4,40,162,0,27808,978376,0,0,0,0,16,0,94,0,0,467,83,normal
0,0,0,425,14,6,37,151,0,20912,964656,0,0,0,0,15,0,92,0,0,445,82,normal
0,0,0,447,8,3,43,158,0,21608,977488,0,0,0,0,14,0,102,0,0,462,80,normal
0,0,0,452,10,1,38,171,0,20736,992776,0,0,0,0,14,0,99,0,0,471,90,normal
0,0,0,407,9,1,40,148,0,2936,904208,0,0,0,0,2,0,92,0,0,459,68,normal
0,0,0,425,9,3,39,140,0,3872,987456,0,0,0,0,2,0,97,0,0,437,65,normal
0,0,0,422,8,2,46,156,0,10960,914728,0,0,0,0,3,0,101,0,0,460,71,normal
0,0,0,431,8,2,43,154,0,3024,966584,0,0,0,0,2,0,102,0,0,465,70,normal
0,0,0,426,7,3,41,146,0,3792,953472,0,0,0,0,2,0,97,0,0,459,66,normal
0,0,0,428,9,2,42,151,0,3528,957920,0,0,0,0,2,0,99,0,0,462,69,normal
0,0,0,402,7,3,37,148,0,9616,903872,0,0,0,0,3,0,89,0,0,440,66,normal
0,0,0,428,9,2,43,149,0,3616,960504,0,0,0,0,1,0,100,0,0,462,68,normal
0,0,0,425,10,3,41,151,0,3888,962280,0,0,0,0,2,0,98,0,0,462,67,normal
0,0,0,427,9,1,40,158,0,3672,959184,0,0,0,0,2,0,100,0,0,464,70,normal
0,0,0,436,9,2,42,152,0,20592,949528,0,0,0,0,14,0,96,0,0,447,83,normal
0,0,0,433,15,6,43,151,0,4480,1011824,0,0,0,0,2,0,100,0,0,471,75,normal
0,0,0,447,8,3,41,163,0,28584,970360,0,0,0,0,17,0,96,0,0,468,81,normal
0,0,0,414,9,5,38,149,0,11808,933432,0,0,0,0,7,0,94,0,0,438,75,normal
0,0,0,439,130,4,41,158,0,12368,1360696,0,0,0,0,8,0,97,0,0,454,214,normal
0,0,0,461,66,5,43,180,0,17528,1198424,0,0,0,0,12,0,102,0,0,466,177,normal
0,0,0,459,74,6,45,174,0,23432,1209312,0,0,0,0,12,0,100,0,0,462,186,normal
0,0,0,436,35,3,40,158,0,4160,1053288,0,0,0,0,2,0,96,0,0,456,116,normal
0,0,0,430,7,2,40,161,0,19808,953016,0,0,0,0,13,0,96,0,0,457,76,normal
0,0,0,451,10,1,43,163,0,22080,977208,0,0,0,0,15,0,110,0,0,467,86,normal
0,0,0,431,8,2,39,150,0,11664,922072,0,0,0,0,7,0,95,0,0,445,74,normal
0,0,0,443,10,2,43,157,0,11272,1003192,0,0,0,0,8,0,99,0,0,468,77,normal
0,0,0,424,7,2,40,159,0,28592,916896,0,0,0,0,16,0,93,0,0,439,82,normal
0,0,0,448,10,4,39,155,0,21728,990416,0,0,0,0,14,0,98,0,0,464,82,normal
0,0,0,445,7,3,41,159,0,15016,982560,0,0,0,0,10,0,100,0,0,450,81,normal
0,0,0,439,81,6,43,168,0,4312,1213792,0,0,0,0,2,0,99,0,0,473,166,normal
0,0,0,436,85,9,42,165,0,23200,1217672,0,0,0,0,12,0,93,0,0,453,190,normal
0,0,0,467,61,5,43,171,0,16088,1177632,0,0,0,0,11,0,101,0,0,467,169,normal
0,0,0,438,8,4,43,162,0,11656,994616,0,0,0,0,7,0,101,0,0,471,77,normal
0,0,0,421,9,2,41,162,0,12528,931112,0,0,0,0,8,0,108,0,0,457,74,normal
0,0,0,441,13,2,42,158,0,19680,987320,0,0,0,0,14,0,100,0,0,432,84,normal
0,0,0,440,8,1,38,158,0,14968,935496,0,0,0,0,10,0,98,0,0,461,78,normal
0,0,0,423,7,3,41,152,0,11736,938936,0,0,0,0,4,0,95,0,0,473,66,normal
0,0,0,426,9,3,40,148,0,10536,1001184,0,0,0,0,7,0,97,0,0,457,80,normal
0,0,0,438,7,2,41,157,0,11376,931520,0,0,0,0,7,0,95,0,0,456,70,normal
0,0,0,416,9,3,40,158,0,11760,979784,0,0,0,0,7,0,101,0,0,459,77,normal
0,0,0,449,7,3,45,152,0,27320,944392,0,0,0,0,16,0,100,0,0,449,80,normal
0,0,0,449,10,2,42,156,0,23120,976304,0,0,0,0,16,0,98,0,0,464,82,normal
0,0,0,451,10,3,42,169,0,22440,1004904,0,0,0,0,15,0,104,0,0,468,89,normal
0,0,0,428,10,3,41,157,0,19632,949608,0,0,0,0,14,0,99,0,0,443,84,normal
0,0,0,442,13,5,41,162,0,15480,1003560,0,0,0,0,10,0,100,0,0,471,82,normal
0,0,0,425,10,1,43,157,0,5536,952432,0,0,0,0,3,0,100,0,0,458,74,normal
0,0,0,446,11,4,44,172,0,20960,1006520,0,0,0,0,15,0,102,0,0,463,98,normal
0,0,0,446,8,3,43,168,0,28256,982792,0,0,0,0,16,0,103,0,0,459,89,normal
0,0,0,431,8,3,41,166,0,21280,963080,0,0,0,0,14,0,99,0,0,449,87,normal
0,0,0,437,10,4,44,166,0,9392,993336,0,0,0,0,7,0,103,0,0,466,85,normal
0,0,0,439,9,3,48,185,0,18664,1001848,0,0,0,0,9,0,122,0,0,467,87,normal
0,0,0,426,8,2,53,187,0,22552,958648,0,0,0,0,15,0,135,0,0,441,86,normal
0,0,0,439,7,2,48,179,0,19784,972928,0,0,0,0,14,0,119,0,0,460,82,normal
0,0,0,452,9,2,40,172,0,21464,998696,0,0,0,0,14,0,102,0,0,465,94,normal
0,0,0,446,10,2,43,170,0,21208,987528,0,0,0,0,14,0,103,0,0,461,93,normal
0,0,0,447,10,2,45,174,0,19488,999096,0,0,0,0,14,0,103,0,0,464,97,normal
0,0,0,423,8,3,39,156,0,12896,942456,0,0,0,0,8,0,96,0,0,442,83,normal
0,0,0,428,12,3,44,165,0,11832,980568,0,0,0,0,4,0,105,0,0,459,83,normal
0,0,0,445,8,4,42,172,0,19576,1003968,0,0,0,0,14,0,101,0,0,468,89,normal
0,0,0,425,14,7,41,162,0,4832,1008848,0,0,0,0,2,0,101,0,0,468,79,normal
0,0,0,453,9,5,42,168,0,27880,983064,0,0,0,0,16,0,98,0,0,446,97,normal
0,0,0,430,10,4,37,169,0,21144,986096,0,0,0,0,15,0,99,0,0,468,89,normal
0,0,0,442,7,1,42,174,0,21480,972872,0,0,0,0,14,0,101,0,0,458,93,normal
0,0,0,448,9,1,42,168,0,21464,986664,0,0,0,0,14,0,105,0,0,462,88,normal
0,0,0,449,12,4,54,168,0,20160,1015264,0,0,0,0,14,0,108,0,0,467,90,normal
0,0,0,444,9,1,44,167,0,20752,971464,0,0,0,0,14,0,107,0,0,459,93,normal
0,0,0,430,8,3,41,159,0,23144,950112,0,0,0,0,12,0,98,0,0,449,84,normal
0,0,0,432,9,2,39,164,0,3632,977072,0,0,0,0,2,0,99,0,0,463,80,normal
0,0,0,440,8,1,41,170,0,21024,968096,0,0,0,0,14,0,99,0,0,460,87,normal
0,0,0,428,9,4,38,165,0,20968,963992,0,0,0,0,14,0,95,0,0,441,95,normal
0,0,0,443,9,4,41,168,0,26656,989904,0,0,0,0,15,0,99,0,0,464,90,normal
0,0,0,456,9,3,40,177,0,22704,1008008,0,0,0,0,15,0,101,0,0,469,98,normal
0,0,0,439,10,3,39,169,0,20744,979512,0,0,0,0,14,0,99,0,0,459,88,normal
0,0,0,448,14,6,43,173,0,20240,1030832,0,0,0,0,14,0,107,0,0,464,94,normal
