Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,class
etherStatsFragments,etherStatsOversizePkts,etherStatsPkts1024to1518Octets,etherStatsPkts128to255Octets,etherStatsPkts256to511Octets,etherStatsPkts512to1023Octets,etherStatsPkts64Octets,etherStatsPkts65to127Octets,etherStatsUndersizePkts,ifHCInOctets,ifHCOutOctets,ifInBroadcastPkts,ifInDiscards,ifInErrors,ifInMulticastPkts,ifInUcastPkts,ifInUnknownProtos,ifOutBroadcastPkts,ifOutDiscards,ifOutErrors,ifOutMulticastPkts,ifOutUcastPkts,cpu.1min,cpu.5min,cpu.5sec,res.memory,pool.memory,
0,0,0,445,10,4,42,155,0,27680,972736,0,0,0,0,16,0,97,0,0,450,87,30.0,12.0,30.0,0.0859341431975313,25.124947368864305,signature_f
0,0,0,439,8,3,42,176,0,21576,998240,0,0,0,0,14,0,97,0,0,471,92,30.0,14.0,32.0,0.0859341431975313,25.259280499831444,signature_f
0,0,0,437,10,2,41,161,0,20064,973408,0,0,0,0,14,0,103,0,0,457,88,30.0,16.0,32.0,0.0859341431975313,25.24700476647897,signature_f
0,0,0,427,8,1,40,154,0,11112,944840,0,0,0,0,7,0,96,0,0,443,79,31.0,19.0,32.0,0.0859341431975313,25.250098736178398,signature_f
0,0,0,441,10,3,40,163,0,17856,984912,0,0,0,0,10,0,96,0,0,466,86,30.0,21.0,30.0,0.0859341431975313,25.88135582380058,signature_f
0,0,0,449,9,2,39,160,0,22856,984784,0,0,0,0,14,0,92,0,0,466,89,30.0,23.0,29.0,0.0859341431975313,23.851804967156465,signature_f
0,0,0,425,10,1,43,161,0,20864,946672,0,0,0,0,14,0,99,0,0,438,85,30.0,26.0,29.0,0.0859341431975313,23.860794915424616,signature_f
0,0,0,458,150,6,43,157,0,15352,1440688,0,0,0,0,10,0,98,0,0,461,244,30.0,28.0,29.0,0.0859341431975313,23.85415478319976,signature_f
0,0,0,436,68,8,40,167,0,3376,1194312,0,0,0,0,2,0,95,0,0,473,159,30.0,30.0,34.0,0.0859341431975313,23.85194724557366,signature_f
0,0,0,468,69,4,43,166,0,21208,1195016,0,0,0,0,14,0,97,0,0,458,185,30.0,30.0,30.0,0.0859341431975313,23.85942080742344,signature_f
0,0,0,437,34,6,44,171,0,29120,1032112,0,0,0,0,17,0,99,0,0,461,136,30.0,30.0,29.0,0.0859341431975313,23.846481977115214,signature_f
0,0,0,441,9,2,44,153,0,9480,994784,0,0,0,0,6,0,96,0,0,447,71,30.0,30.0,29.0,0.0859341431975313,23.8505572058675,signature_f
0,0,0,429,10,3,42,152,0,10568,964208,0,0,0,0,7,0,99,0,0,442,75,30.0,30.0,29.0,0.0859341431975313,23.8397407418832,signature_f
0,0,0,436,8,1,42,154,0,10248,962752,0,0,0,0,6,0,98,0,0,464,75,30.0,30.0,34.0,0.0859341431975313,23.84878355931531,signature_f
0,0,0,428,10,3,41,150,0,14640,960936,0,0,0,0,7,0,96,0,0,463,70,30.0,30.0,29.0,0.0859341431975313,23.85061760112128,signature_f
0,0,0,436,8,3,40,169,0,22512,940944,0,0,0,0,15,0,103,0,0,457,82,30.0,30.0,30.0,0.0859341431975313,23.851934487829293,signature_f
0,0,0,452,11,2,44,157,0,21248,988856,0,0,0,0,14,0,102,0,0,462,89,30.0,30.0,29.0,0.0859341431975313,23.84566819438492,signature_f
0,0,0,441,8,2,38,155,0,19944,978584,0,0,0,0,14,0,92,0,0,466,84,30.0,30.0,30.0,0.0859341431975313,23.847940122408243,signature_f
0,0,0,430,8,1,46,161,0,21272,936704,0,0,0,0,15,0,105,0,0,447,78,25.0,29.0,7.0,0.0859341431975313,23.837863700166395,signature_f
0,0,0,457,9,2,44,161,0,21680,997656,0,0,0,0,14,0,102,0,0,471,86,17.0,27.0,21.0,0.0859341431975313,23.843855289444928,signature_f
0,0,0,423,9,2,40,148,0,21256,924080,0,0,0,0,15,0,99,0,0,434,79,10.0,25.0,6.0,0.0859341431975313,23.83867365684598,signature_f
0,0,0,444,8,4,44,164,0,21344,985696,0,0,0,0,11,0,98,0,0,470,79,6.0,23.0,5.0,0.0859341431975313,23.837884630943595,signature_f
0,0,0,431,13,4,38,156,0,4920,985776,0,0,0,0,2,0,98,0,0,465,77,6.0,20.0,6.0,0.0859341431975313,23.837596498684665,signature_f
0,0,0,442,12,7,41,154,0,19800,1004800,0,0,0,0,14,0,98,0,0,467,80,6.0,18.0,7.0,0.0859341431975313,23.83834943115272,signature_f
0,0,0,447,10,2,48,164,0,27696,984928,0,0,0,0,16,0,105,0,0,466,86,6.0,16.0,7.0,0.0859341431975313,23.837767362900035,signature_f
0,0,0,424,8,2,40,149,0,22720,924800,0,0,0,0,15,0,93,0,0,440,76,6.0,13.0,5.0,0.0859341431975313,23.839252805883824,signature_f
0,0,0,443,9,2,45,162,0,13752,983216,0,0,0,0,9,0,106,0,0,464,81,6.0,11.0,6.0,0.0859341431975313,23.838421118215702,signature_f
0,0,0,427,7,2,44,155,0,4816,950936,0,0,0,0,2,0,101,0,0,463,68,6.0,9.0,6.0,0.0859341431975313,23.83923094031656,signature_f
0,0,0,444,9,2,39,158,0,21496,967576,0,0,0,0,14,0,97,0,0,461,79,6.0,7.0,7.0,0.0859341431975313,23.83821578522624,signature_f
0,0,0,428,7,1,39,153,0,20056,930584,0,0,0,0,14,0,94,0,0,441,79,6.0,6.0,5.0,0.0859341431975313,23.83924629573233,signature_f
0,0,0,432,11,4,41,157,0,17744,974200,0,0,0,0,8,0,99,0,0,462,76,6.0,6.0,7.0,0.0859341431975313,23.83884514831916,signature_f
0,0,0,434,7,1,45,175,0,11416,966192,0,0,0,0,7,0,119,0,0,464,72,6.0,6.0,6.0,0.0859341431975313,23.84019135734836,signature_f
0,0,0,451,8,2,52,188,0,19616,1005768,0,0,0,0,14,0,140,0,0,468,81,6.0,6.0,5.0,0.0859341431975313,23.838484021412672,signature_f
0,0,0,426,8,3,45,164,0,4560,969104,0,0,0,0,2,0,110,0,0,459,75,6.0,6.0,8.0,0.0859341431975313,23.837813136998022,signature_f
0,0,0,426,12,3,41,155,0,26240,949000,0,0,0,0,14,0,95,0,0,445,85,9.0,7.0,18.0,0.0859341431975313,23.833191491845763,signature_f
0,0,0,435,8,1,44,150,0,9904,957416,0,0,0,0,7,0,101,0,0,458,74,9.0,7.0,7.0,0.0859341431975313,23.837212199808945,signature_f
