Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value
etherStatsFragments,etherStatsOversizePkts,etherStatsPkts1024to1518Octets,etherStatsPkts128to255Octets,etherStatsPkts256to511Octets,etherStatsPkts512to1023Octets,etherStatsPkts64Octets,etherStatsPkts65to127Octets,etherStatsUndersizePkts,ifHCInOctets,ifHCOutOctets,ifInBroadcastPkts,ifInDiscards,ifInErrors,ifInMulticastPkts,ifInUcastPkts,ifInUnknownProtos,ifOutBroadcastPkts,ifOutDiscards,ifOutErrors,ifOutMulticastPkts,ifOutUcastPkts,cpu.1min,cpu.5min,cpu.5sec,res.memory,pool.memory
0,0,0,0,0,0,169007,0,0,86547264,440,0,0,0,0,169084,0,0,0,0,0,0,5.0,5.0,5.0,0.0859341431975313,18.594612962974
0,0,0,0,0,0,168312,0,0,86159256,432,0,0,0,0,168382,0,0,0,0,0,0,5.0,5.0,5.0,0.0859341431975313,18.593940473293667
0,0,0,0,0,0,168317,0,0,86162016,424,0,0,0,0,168261,0,0,0,0,0,0,5.0,5.0,5.0,0.0859341431975313,18.59380103214259
0,0,0,0,0,0,166347,0,0,85248784,432,0,0,0,0,166441,0,0,0,0,0,0,5.0,5.0,5.0,0.0859341431975313,18.593725450855075
0,0,0,0,0,0,157631,0,0,80582072,416,0,0,0,0,157436,0,0,0,0,0,0,5.0,5.0,5.0,0.0859341431975313,18.59501313677124
0,0,0,0,0,0,173622,0,0,88992040,464,0,0,0,0,173758,0,0,0,0,0,0,5.0,5.0,6.0,0.0859341431975313,18.59501313677124
0,0,0,0,0,0,160732,0,0,82231152,456,0,0,0,0,160810,0,0,0,0,0,0,5.0,5.0,4.0,0.0859341431975313,18.59384688583524
0,0,0,0,0,0,169711,0,0,86834448,424,0,0,0,0,169559,0,0,0,0,0,0,5.0,5.0,5.0,0.0859341431975313,18.595825963977035
0,0,0,0,0,0,166129,0,0,85140712,408,0,0,0,0,166184,0,0,0,0,0,0,5.0,5.0,5.0,0.0859341431975313,18.595825963977035
0,0,0,0,0,0,159149,0,0,81438192,456,0,0,0,0,159111,0,0,0,0,0,0,5.0,5.0,5.0,0.0859341431975313,18.59524161754572
0,0,0,0,0,0,167058,0,0,85627920,456,0,0,0,0,167158,0,0,0,0,0,0,5.0,5.0,5.0,0.0859341431975313,18.594407589810324
0,0,0,0,0,0,162034,0,0,82870472,432,0,0,0,0,161867,0,0,0,0,0,0,5.0,5.0,4.0,0.0859341431975313,18.597276622260058
0,0,0,0,0,0,166468,0,0,85231608,440,0,0,0,0,166624,0,0,0,0,0,0,5.0,5.0,6.0,0.0859341431975313,18.59510871288753
0,0,0,0,0,0,170165,0,0,87124384,440,0,0,0,0,169908,0,0,0,0,0,0,5.0,5.0,6.0,0.0859341431975313,18.595291585142597
0,0,0,0,0,0,164520,0,0,84233992,448,0,0,0,0,164563,0,0,0,0,0,0,5.0,5.0,5.0,0.0859341431975313,18.595212854565872
0,0,0,0,0,0,173349,0,0,88754864,416,0,0,0,0,173362,0,0,0,0,0,0,4.0,5.0,4.0,0.0859341431975313,18.595247255426887
0,0,0,0,0,0,168440,0,0,86229456,424,0,0,0,0,168511,0,0,0,0,0,0,5.0,5.0,5.0,0.0859341431975313,18.595247255426887
0,0,0,0,0,0,162228,0,0,83070056,408,0,0,0,0,162240,0,0,0,0,0,0,5.0,5.0,5.0,0.0859341431975313,18.594373278651865
0,0,0,0,0,0,163481,0,0,83725856,440,0,0,0,0,163749,0,0,0,0,0,0,5.0,5.0,5.0,0.0859341431975313,18.595167973100367
0,0,0,0,0,0,169023,0,0,86470192,432,0,0,0,0,168730,0,0,0,0,0,0,5.0,5.0,5.0,0.0859341431975313,18.595167973100367
0,0,0,0,0,0,166985,0,0,85603408,424,0,0,0,0,167060,0,0,0,0,0,0,5.0,5.0,4.0,0.0859341431975313,18.597731702235272
0,0,0,0,0,0,161436,0,0,82525344,416,0,0,0,0,161411,0,0,0,0,0,0,5.0,5.0,4.0,0.0859341431975313,18.593816674457585
0,0,0,0,0,0,165954,0,0,85024744,448,0,0,0,0,165877,0,0,0,0,0,0,5.0,5.0,5.0,0.0859341431975313,18.59496990584872
0,0,0,0,0,0,171809,0,0,88014984,432,0,0,0,0,171995,0,0,0,0,0,0,5.0,5.0,6.0,0.0859341431975313,18.594114725047223
0,0,0,0,0,0,161658,0,0,82751448,456,0,0,0,0,161638,0,0,0,0,0,0,5.0,5.0,5.0,0.0859341431975313,18.5947268489726
0,0,0,0,0,0,165844,0,0,84883208,400,0,0,0,0,165804,0,0,0,0,0,0,5.0,5.0,5.0,0.0859341431975313,18.5947268489726
0,0,0,0,0,0,171573,0,0,87847624,472,0,0,0,0,171567,0,0,0,0,0,0,5.0,5.0,4.0,0.0859341431975313,18.593892436973945
0,0,0,0,0,0,160610,0,0,82227720,424,0,0,0,0,160592,0,0,0,0,0,0,5.0,5.0,4.0,0.0859341431975313,18.595206500735134
0,0,0,0,0,0,168277,0,0,86103624,424,0,0,0,0,168170,0,0,0,0,0,0,5.0,5.0,4.0,0.0859341431975313,18.59451616744575
0,0,0,0,0,0,167945,0,0,86050960,432,0,0,0,0,168066,0,0,0,0,0,0,4.0,5.0,4.0,0.0859341431975313,18.59486418657584
0,0,0,0,0,0,158976,0,0,81396248,368,0,0,0,0,159058,0,0,0,0,0,0,4.0,5.0,4.0,0.0859341431975313,18.595925284038387
0,0,0,0,0,0,166013,0,0,84998672,432,0,0,0,0,165963,0,0,0,0,0,0,5.0,5.0,4.0,0.0859341431975313,18.59488765851577
0,0,0,0,0,0,170069,0,0,87075336,496,0,0,0,0,170018,0,0,0,0,0,0,5.0,5.0,5.0,0.0859341431975313,18.59971956296239
0,0,0,0,0,0,165378,0,0,84673384,400,0,0,0,0,165392,0,0,0,0,0,0,5.0,5.0,5.0,0.0859341431975313,18.59971956296239
0,0,0,0,0,0,175341,0,0,89678104,480,0,0,0,0,175152,0,0,0,0,0,0,5.0,5.0,4.0,0.0859341431975313,18.594933305610542
0,0,0,0,0,0,161247,0,0,82508288,432,0,0,0,0,161070,0,0,0,0,0,0,5.0,5.0,4.0,0.0859341431975313,18.59392369121354
0,0,0,0,0,0,166708,0,0,85462432,440,0,0,0,0,166976,0,0,0,0,0,0,5.0,5.0,4.0,0.0859341431975313,18.59392369121354
0,0,0,0,0,0,167240,0,0,85703936,448,0,0,0,0,167576,0,0,0,0,0,0,5.0,5.0,5.0,0.0859341431975313,18.594406279685376
0,0,0,0,0,0,169069,0,0,86461456,432,0,0,0,0,168969,0,0,0,0,0,0,5.0,5.0,6.0,0.0859341431975313,18.59437834847959
0,0,0,0,0,0,168226,0,0,86200000,424,0,0,0,0,168108,0,0,0,0,0,0,5.0,5.0,7.0,0.0859341431975313,18.5997702391235
0,0,0,0,0,0,165518,0,0,84754320,456,0,0,0,0,165447,0,0,0,0,0,0,5.0,5.0,5.0,0.0859341431975313,18.59493135750779
0,0,0,0,0,0,161952,0,0,82838080,360,0,0,0,0,161896,0,0,0,0,0,0,5.0,5.0,6.0,0.0859341431975313,18.59409413017275
0,0,0,0,0,0,168833,0,0,86450192,496,0,0,0,0,168787,0,0,0,0,0,0,5.0,5.0,5.0,0.0859341431975313,18.595469124547154
0,0,0,0,0,0,166539,0,0,85158784,432,0,0,0,0,166236,0,0,0,0,0,0,5.0,5.0,5.0,0.0859341431975313,18.59445898348567
0,0,0,0,0,0,169517,0,0,86910176,424,0,0,0,0,169902,0,0,0,0,0,0,5.0,5.0,5.0,0.0859341431975313,18.59445898348567
0,0,0,0,0,0,164526,0,0,84246192,432,0,0,0,0,164689,0,0,0,0,0,0,5.0,5.0,5.0,0.0859341431975313,18.595526935645434
0,0,0,0,0,0,167813,0,0,85943952,424,0,0,0,0,167678,0,0,0,0,0,0,5.0,5.0,4.0,0.0859341431975313,18.59489490067109
0,0,0,0,0,0,161262,0,0,82511296,400,0,0,0,0,161176,0,0,0,0,0,0,5.0,5.0,6.0,0.0859341431975313,18.594391314451315
0,0,0,0,0,0,106642,0,0,54695016,400,0,0,0,0,106725,0,0,0,0,0,0,5.0,5.0,5.0,0.0859341431975313,18.594146050329417
